This tab has one table with population components for Statistical Areas Level 3 in Australia for 2021-22 to 2023-24. It ranges from cell A1 to AI349.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 2. Population components, Statistical Areas Level 3, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2023-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Components of population change 2021-22,,,,,,,,,Components of population change 2022-23,,,,,,,,,Components of population change 2023-24,,,,,,,,,,,,,,,
,,,,,,,,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Overseas departures,Net overseas migration,,,,,
S/T code,S/T name,GCCSA code,GCCSA name,SA4 code,SA4 name,SA3 code,SA3 name,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30904,Gold Coast Hinterland,192,99,93,2168,2031,137,137,70,67,186,123,63,1698,1671,27,304,73,231,177,101,76,1961,1926,35,271,81,190,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30905,Mudgeeraba - Tallebudgera,405,201,204,4386,4337,49,348,178,170,373,209,164,3256,3366,-110,682,183,499,344,212,132,3476,3373,103,596,207,389,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30906,Nerang,849,357,492,7873,8202,-329,661,338,323,808,440,368,6219,6345,-126,1307,350,957,720,376,344,6714,6845,-131,1164,393,771,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30907,Ormeau - Oxenford,2334,657,1677,19360,14808,4552,1735,893,842,2242,743,1499,15688,12975,2713,3633,913,2720,2300,753,1547,15773,13854,1919,3007,1030,1977,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30908,Robina,589,451,138,7022,7029,-7,1040,534,506,509,474,35,5291,5496,-205,2039,545,1494,502,477,25,5566,5627,-61,1774,619,1155,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30909,Southport,629,598,31,8796,8796,0,1538,789,749,590,656,-66,6217,6675,-458,2926,810,2116,565,623,-58,6742,7538,-796,2658,916,1742,,,,,,,
3,Queensland,3RQLD,Rest of Qld,309,Gold Coast,30910,Surfers Paradise,368,254,114,7110,6581,529,1718,889,829,283,259,24,4334,4424,-90,3268,903,2365,274,223,51,4540,4784,-244,2901,1023,1878,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,310,Ipswich,31001,Forest Lake - Oxley,1115,443,672,7830,8254,-424,1200,615,585,1165,438,727,6676,6605,71,2369,631,1738,1019,445,574,6447,6779,-332,2143,716,1427,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,310,Ipswich,31002,Ipswich Hinterland,758,459,299,6757,5556,1201,258,132,126,739,563,176,5977,4859,1118,551,137,414,788,538,250,6130,5138,992,413,155,258,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,310,Ipswich,31003,Ipswich Inner,1733,919,814,13751,11182,2569,586,301,285,1724,934,790,11765,9829,1936,1249,309,940,1744,891,853,13160,10325,2835,1041,351,690,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,310,Ipswich,31004,Springfield - Redbank,1910,318,1592,13730,10706,3024,1155,594,561,1870,335,1535,11167,10119,1048,2454,607,1847,1824,353,1471,11658,10592,1066,2109,687,1422,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,311,Logan - Beaudesert,31101,Beaudesert,143,156,-13,1712,1401,311,48,24,24,173,170,3,1692,1336,356,102,26,76,159,155,4,1706,1325,381,88,29,59,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,311,Logan - Beaudesert,31102,Beenleigh,762,318,444,6722,5692,1030,364,188,176,807,330,477,5772,4865,907,776,190,586,703,304,399,5987,4992,995,667,218,449,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,311,Logan - Beaudesert,31103,Browns Plains,1642,527,1115,12664,9389,3275,882,453,429,1686,577,1109,11412,8301,3111,1879,464,1415,1783,543,1240,12566,9099,3467,1613,524,1089,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,311,Logan - Beaudesert,31104,Jimboomba,982,233,749,8262,4656,3606,258,130,128,1019,277,742,7726,5064,2662,545,135,410,992,259,733,9170,5464,3706,466,155,311,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,311,Logan - Beaudesert,31105,Loganlea - Carbrook,903,560,343,8391,7893,498,657,341,316,860,542,318,6586,6309,277,1403,344,1059,824,544,280,6545,6825,-280,1206,391,815,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,311,Logan - Beaudesert,31106,Springwood - Kingston,1203,538,665,9003,9995,-992,1239,635,604,1110,529,581,7198,8171,-973,2635,651,1984,1149,562,587,7689,8394,-705,2265,736,1529,,,,,,,
3,Queensland,3RQLD,Rest of Qld,312,Mackay - Isaac - Whitsunday,31201,Bowen Basin - North,502,192,310,3595,3425,170,355,183,172,430,190,240,2882,2809,73,579,188,391,450,206,244,2964,3015,-51,548,213,335,,,,,,,
3,Queensland,3RQLD,Rest of Qld,312,Mackay - Isaac - Whitsunday,31202,Mackay,1610,825,785,8761,8036,725,603,311,292,1550,911,639,6840,6312,528,1089,319,770,1501,920,581,6899,6632,267,983,357,626,,,,,,,
3,Queensland,3RQLD,Rest of Qld,312,Mackay - Isaac - Whitsunday,31203,Whitsunday,259,139,120,2171,1911,260,328,168,160,245,154,91,1850,1615,235,624,173,451,250,133,117,1776,1564,212,546,196,350,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,313,Moreton Bay - North,31301,Bribie - Beachmere,220,461,-241,4239,3124,1115,198,100,98,205,473,-268,3242,2580,662,419,104,315,195,479,-284,3226,2586,640,360,118,242,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,313,Moreton Bay - North,31302,Caboolture,1177,759,418,9971,7413,2558,809,414,395,1167,758,409,9001,6917,2084,1667,427,1240,1105,739,366,9425,7187,2238,1504,480,1024,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,313,Moreton Bay - North,31303,Caboolture Hinterland,160,100,60,1781,1460,321,96,50,46,139,120,19,1430,1114,316,207,51,156,155,94,61,1423,1075,348,159,58,101,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,313,Moreton Bay - North,31304,Narangba - Burpengary,886,485,401,8511,7227,1284,366,190,176,852,523,329,7455,6592,863,781,194,587,841,475,366,8051,6778,1273,660,219,441,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,313,Moreton Bay - North,31305,Redcliffe,561,711,-150,7180,6333,847,520,271,249,522,758,-236,5781,5262,519,1096,273,823,564,740,-176,6337,5443,894,936,310,626,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,314,Moreton Bay - South,31401,The Hills District,940,356,584,8603,8444,159,567,298,269,931,378,553,6800,6661,139,1205,310,895,866,347,519,7387,7000,387,1034,350,684,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,314,Moreton Bay - South,31402,North Lakes,1384,431,953,11214,9413,1801,992,508,484,1324,451,873,9418,8925,493,2112,523,1589,1250,470,780,9305,9367,-62,1813,591,1222,,,,,,,
3,Queensland,3GBRI,Greater Brisbane,314,Moreton Bay - South,31403,Strathpine,563,242,321,5295,5157,138,374,192,182,532,257,275,4323,4155,168,794,196,598,505,251,254,4252,4124,128,682,222,460,,,,,,,
3,Queensland,3RQLD,Rest of Qld,315,Queensland - Outback,31501,Far North,466,127,339,1959,2280,-321,155,81,74,529,157,372,1745,1937,-192,210,83,127,551,152,399,1742,2012,-270,212,94,118,,,,,,,
3,Queensland,3RQLD,Rest of Qld,315,Queensland - Outback,31502,Outback - North,586,184,402,2610,3161,-551,237,119,118,567,179,388,2068,2636,-568,359,125,234,519,169,350,2145,2798,-653,382,138,244,,,,,,,
3,Queensland,3RQLD,Rest of Qld,315,Queensland - Outback,31503,Outback - South,248,178,70,1524,1616,-92,75,40,35,244,173,71,1140,1185,-45,119,43,76,212,185,27,1403,1391,12,102,44,58,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31601,Buderim,513,427,86,7211,6769,442,769,394,375,495,467,28,5748,5440,308,1502,404,1098,486,423,63,5937,6008,-71,1298,457,841,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31602,Caloundra,987,898,89,11174,8868,2306,934,478,456,929,948,-19,9014,7428,1586,1842,489,1353,906,896,10,10022,7582,2440,1569,555,1014,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31603,Maroochy,663,648,15,8211,7805,406,943,483,460,543,632,-89,6009,5902,107,1837,496,1341,570,611,-41,6791,6588,203,1595,563,1032,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31605,Noosa,351,416,-65,5274,4990,284,676,355,321,285,419,-134,3732,3683,49,1286,355,931,306,380,-74,4185,4114,71,1206,401,805,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31606,Sunshine Coast Hinterland,660,402,258,8451,6217,2234,350,181,169,691,417,274,6625,4630,1995,713,183,530,684,397,287,6829,5115,1714,593,209,384,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31607,Nambour,605,380,225,6481,5463,1018,316,162,154,576,406,170,4880,4349,531,618,165,453,552,364,188,5281,4591,690,532,187,345,,,,,,,
3,Queensland,3RQLD,Rest of Qld,316,Sunshine Coast,31608,Noosa Hinterland,194,186,8,2668,2248,420,145,74,71,181,160,21,2047,1713,334,277,77,200,191,151,40,2204,2009,195,246,87,159,,,,,,,
3,Queensland,3RQLD,Rest of Qld,317,Toowoomba,31701,Toowoomba,2040,1268,772,12628,11030,1598,1536,789,747,2011,1360,651,10239,9129,1110,2625,804,1821,1989,1310,679,10360,9777,583,2518,912,1606,,,,,,,
3,Queensland,3RQLD,Rest of Qld,318,Townsville,31801,Charters Towers - Ayr - Ingham,459,421,38,3020,2951,69,204,106,98,438,464,-26,2548,2540,8,359,109,250,471,462,9,2577,2440,137,304,122,182,,,,,,,
3,Queensland,3RQLD,Rest of Qld,318,Townsville,31802,Townsville,2571,1248,1323,15891,15272,619,1575,844,731,2438,1287,1151,13270,12861,409,2608,889,1719,2479,1326,1153,13301,12882,419,2563,1001,1562,,,,,,,
3,Queensland,3RQLD,Rest of Qld,319,Wide Bay,31901,Bundaberg,947,962,-15,7961,6444,1517,775,401,374,843,1086,-243,6553,5177,1376,1277,407,870,885,1033,-148,6456,5213,1243,1234,466,768,,,,,,,
3,Queensland,3RQLD,Rest of Qld,319,Wide Bay,31902,Burnett,553,550,3,4546,4021,525,255,133,122,505,554,-49,3902,3395,507,450,136,314,517,560,-43,3914,3396,518,393,149,244,,,,,,,
3,Queensland,3RQLD,Rest of Qld,319,Wide Bay,31903,Gympie - Cooloola,571,507,64,5278,4174,1104,187,96,91,506,529,-23,4172,3319,853,322,100,222,550,534,16,4523,3443,1080,296,112,184,,,,,,,
3,Queensland,3RQLD,Rest of Qld,319,Wide Bay,31904,Hervey Bay,574,744,-170,7137,5160,1977,362,186,176,509,828,-319,6047,4408,1639,641,191,450,519,810,-291,5957,4197,1760,612,217,395,,,,,,,
3,Queensland,3RQLD,Rest of Qld,319,Wide Bay,31905,Maryborough,451,471,-20,5172,4220,952,164,82,82,415,549,-134,4376,3343,1033,285,86,199,407,553,-146,4340,3478,862,275,98,177,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40101,Adelaide City,129,141,-12,3635,3787,-152,1889,1064,825,140,143,-3,2806,3228,-422,3221,995,2226,114,127,-13,2791,3298,-507,2730,1076,1654,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40102,Adelaide Hills,916,475,441,5900,5015,885,465,159,306,826,525,301,4620,3884,736,760,168,592,858,510,348,4970,3987,983,672,182,490,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40103,Burnside,310,355,-45,4092,4235,-143,1040,567,473,307,405,-98,2692,3126,-434,1823,512,1311,260,380,-120,2874,3382,-508,1504,555,949,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40104,Campbelltown (SA),558,531,27,4628,4754,-126,995,334,661,553,515,38,3470,3658,-188,1689,350,1339,529,468,61,3661,3965,-304,1439,379,1060,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40105,Norwood - Payneham - St Peters,324,336,-12,3954,4322,-368,1053,477,576,341,308,33,2965,3061,-96,1832,436,1396,317,295,22,3010,3370,-360,1520,472,1048,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40106,Prospect - Walkerville,321,225,96,3110,3237,-127,649,256,393,248,199,49,2245,2483,-238,1111,274,837,310,217,93,2253,2698,-445,938,298,640,,,,,,,
4,South Australia,4GADE,Greater Adelaide,401,Adelaide - Central and Hills,40107,Unley,309,520,-211,3709,3955,-246,975,487,488,274,444,-170,2688,2875,-187,1662,428,1234,309,453,-144,2676,3121,-445,1409,462,947,,,,,,,
4,South Australia,4GADE,Greater Adelaide,402,Adelaide - North,40201,Gawler - Two Wells,457,320,137,4464,3342,1122,145,48,97,442,311,131,3461,2518,943,243,51,192,457,298,159,3299,2625,674,210,56,154,,,,,,,
4,South Australia,4GADE,Greater Adelaide,402,Adelaide - North,40202,Playford,1531,736,795,10319,8757,1562,735,244,491,1591,838,753,8923,6900,2023,1108,259,849,1628,726,902,9700,7306,2394,1063,281,782,,,,,,,
4,South Australia,4GADE,Greater Adelaide,402,Adelaide - North,40203,Port Adelaide - East,1049,528,521,7467,8022,-555,1679,561,1118,1003,543,460,5418,6514,-1096,2813,589,2224,1060,530,530,5689,6703,-1014,2426,637,1789,,,,,,,
4,South Australia,4GADE,Greater Adelaide,402,Adelaide - North,40204,Salisbury,1792,970,822,11048,12816,-1768,2011,670,1341,1711,1051,660,8559,10381,-1822,3232,705,2527,1764,1049,715,8735,10511,-1776,2907,765,2142,,,,,,,
4,South Australia,4GADE,Greater Adelaide,402,Adelaide - North,40205,Tea Tree Gully,1045,756,289,6808,7072,-264,769,256,513,922,791,131,5381,5479,-98,1296,271,1025,890,772,118,5550,5963,-413,1112,291,821,,,,,,,
4,South Australia,4GADE,Greater Adelaide,403,Adelaide - South,40301,Holdfast Bay,261,389,-128,3429,3574,-145,697,233,464,252,386,-134,2552,2680,-128,1171,244,927,255,414,-159,2641,2793,-152,1010,265,745,,,,,,,
4,South Australia,4GADE,Greater Adelaide,403,Adelaide - South,40302,Marion,1137,799,338,8369,8799,-430,1677,560,1117,1066,918,148,6487,6978,-491,2869,590,2279,1053,803,250,6571,7271,-700,2422,639,1783,,,,,,,
4,South Australia,4GADE,Greater Adelaide,403,Adelaide - South,40303,Mitcham,580,585,-5,5160,5502,-342,1027,463,564,592,587,5,3875,4064,-189,1753,395,1358,556,508,48,3945,4180,-235,1486,426,1060,,,,,,,
4,South Australia,4GADE,Greater Adelaide,403,Adelaide - South,40304,Onkaparinga,2030,1343,687,10939,10378,561,1007,333,674,1920,1453,467,8434,7775,659,1616,350,1266,1867,1487,380,8668,8150,518,1456,384,1072,,,,,,,
4,South Australia,4GADE,Greater Adelaide,404,Adelaide - West,40401,Charles Sturt,1347,1158,189,10209,9801,408,1747,584,1163,1370,1074,296,7430,7559,-129,2970,613,2357,1330,1010,320,7329,7884,-555,2529,666,1863,,,,,,,
4,South Australia,4GADE,Greater Adelaide,404,Adelaide - West,40402,Port Adelaide - West,728,535,193,5773,5845,-72,840,281,559,660,547,113,4392,4327,65,1406,294,1112,653,516,137,4633,4466,167,1217,320,897,,,,,,,
4,South Australia,4GADE,Greater Adelaide,404,Adelaide - West,40403,West Torrens,745,636,109,6358,6880,-522,1681,562,1119,684,615,69,4558,5284,-726,2825,592,2233,671,560,111,4715,5360,-645,2434,640,1794,,,,,,,
4,South Australia,4RSAU,Rest of SA,405,Barossa - Yorke - Mid North,40501,Barossa,367,325,42,2585,2264,321,165,54,111,302,327,-25,2178,1729,449,222,59,163,336,305,31,2142,1786,356,185,63,122,,,,,,,
4,South Australia,4RSAU,Rest of SA,405,Barossa - Yorke - Mid North,40502,Lower North,236,265,-29,1554,1527,27,78,26,52,206,262,-56,1183,1191,-8,104,30,74,197,267,-70,1293,1248,45,90,30,60,,,,,,,
4,South Australia,4RSAU,Rest of SA,405,Barossa - Yorke - Mid North,40503,Mid North,267,318,-51,1595,1710,-115,62,21,41,258,373,-115,1344,1303,41,84,22,62,275,320,-45,1364,1355,9,71,24,47,,,,,,,
4,South Australia,4RSAU,Rest of SA,405,Barossa - Yorke - Mid North,40504,Yorke Peninsula,263,340,-77,2100,1658,442,49,18,31,216,325,-109,1704,1214,490,67,19,48,225,383,-158,1765,1189,576,60,19,41,,,,,,,
4,South Australia,4RSAU,Rest of SA,406,South Australia - Outback,40601,Eyre Peninsula and South West,598,576,22,3038,3120,-82,228,76,152,621,549,72,2400,2440,-40,303,82,221,639,547,92,2344,2408,-64,259,87,172,,,,,,,
4,South Australia,4RSAU,Rest of SA,406,South Australia - Outback,40602,Outback - North and East,309,194,115,1743,2087,-344,177,60,117,317,220,97,1385,1705,-320,255,63,192,308,213,95,1424,1673,-249,205,67,138,,,,,,,
4,South Australia,4RSAU,Rest of SA,407,South Australia - South East,40701,Fleurieu - Kangaroo Island,376,562,-186,4165,3214,951,247,82,165,433,662,-229,3225,2364,861,334,88,246,366,658,-292,3570,2521,1049,277,94,183,,,,,,,
4,South Australia,4RSAU,Rest of SA,407,South Australia - South East,40702,Limestone Coast,710,619,91,3257,3366,-109,380,126,254,682,597,85,2476,2555,-79,502,134,368,683,635,48,2454,2595,-141,432,144,288,,,,,,,
4,South Australia,4RSAU,Rest of SA,407,South Australia - South East,40703,Murray and Mallee,696,793,-97,4259,4397,-138,687,230,457,667,780,-113,3324,3309,15,895,243,652,652,758,-106,3448,3275,173,774,260,514,,,,,,,
5,Western Australia,5RWAU,Rest of WA,501,Bunbury,50101,Augusta - Margaret River - Busselton,604,451,153,4388,3245,1143,499,277,222,592,462,130,3489,2424,1065,828,252,576,570,452,118,3568,2517,1051,911,290,621,,,,,,,
5,Western Australia,5RWAU,Rest of WA,501,Bunbury,50102,Bunbury,1248,751,497,6810,6291,519,777,427,350,1186,788,398,5353,4812,541,1304,393,911,1203,813,390,5509,4847,662,1273,450,823,,,,,,,
5,Western Australia,5RWAU,Rest of WA,501,Bunbury,50103,Manjimup,217,205,12,1896,1579,317,124,70,54,200,244,-44,1408,1260,148,221,63,158,217,185,32,1490,1247,243,203,73,130,,,,,,,
5,Western Australia,5GPER,Greater Perth,502,Mandurah,50201,Mandurah,1135,982,153,8796,6625,2171,809,448,361,1151,1038,113,8192,5493,2699,2011,409,1602,1102,1028,74,8609,5826,2783,1938,473,1465,,,,,,,
5,Western Australia,5GPER,Greater Perth,503,Perth - Inner,50301,Cottesloe - Claremont,513,501,12,5706,5652,54,1967,1365,602,487,503,-16,4195,4330,-135,4877,1670,3207,458,536,-78,4226,4247,-21,4407,1921,2486,,,,,,,
5,Western Australia,5GPER,Greater Perth,503,Perth - Inner,50302,Perth City,1190,723,467,12299,12479,-180,3991,2513,1478,1078,769,309,8530,9418,-888,9680,2898,6782,1004,811,193,8471,9915,-1444,8939,3330,5609,,,,,,,
5,Western Australia,5GPER,Greater Perth,504,Perth - North East,50401,Bayswater - Bassendean,1044,623,421,7812,8198,-386,1243,692,551,1010,659,351,6149,6520,-371,3091,629,2462,1034,692,342,6266,6892,-626,2851,724,2127,,,,,,,
5,Western Australia,5GPER,Greater Perth,504,Perth - North East,50402,Mundaring,463,269,194,3866,3863,3,237,133,104,402,291,111,3537,2911,626,582,119,463,426,255,171,3459,3001,458,545,137,408,,,,,,,
5,Western Australia,5GPER,Greater Perth,504,Perth - North East,50403,Swan,2268,701,1567,13710,11038,2672,1462,812,650,2241,730,1511,12095,9110,2985,3710,739,2971,2301,708,1593,12791,9960,2831,3793,850,2943,,,,,,,
5,Western Australia,5GPER,Greater Perth,505,Perth - North West,50501,Joondalup,1740,793,947,11561,12592,-1031,1924,1087,837,1601,839,762,8579,8931,-352,4775,986,3789,1496,820,676,8596,8886,-290,4479,1135,3344,,,,,,,
5,Western Australia,5GPER,Greater Perth,505,Perth - North West,50502,Stirling,2804,1456,1348,16935,17871,-936,3604,2067,1537,2656,1465,1191,12577,13498,-921,8963,2021,6942,2451,1575,876,12480,14112,-1632,8243,2326,5917,,,,,,,
5,Western Australia,5GPER,Greater Perth,505,Perth - North West,50503,Wanneroo,3088,1018,2070,15267,13645,1622,2326,1290,1036,2703,1072,1631,12888,10966,1922,5907,1174,4733,2736,1083,1653,13391,11375,2016,5657,1352,4305,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50601,Armadale,1535,405,1130,9472,7792,1680,893,498,395,1437,464,973,8064,6491,1573,2217,454,1763,1519,468,1051,8316,6865,1451,2078,520,1558,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50602,Belmont - Victoria Park,983,480,503,8267,8583,-316,1866,1037,829,953,486,467,6331,6825,-494,4505,1010,3495,953,519,434,6252,7198,-946,4234,1162,3072,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50603,Canning,1068,681,387,8596,9791,-1195,2825,1573,1252,997,724,273,6280,7707,-1427,7018,1470,5548,1020,681,339,6314,7989,-1675,6303,1691,4612,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50604,Gosnells,1677,735,942,10108,10275,-167,2076,1153,923,1556,805,751,8162,8581,-419,5147,1050,4097,1603,722,881,8405,8979,-574,4686,1207,3479,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50605,Kalamunda,678,376,302,4315,4336,-21,471,262,209,633,394,239,3767,3527,240,1171,239,932,637,398,239,3781,3722,59,1098,274,824,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50606,Serpentine - Jarrahdale,553,123,430,3551,2621,930,174,97,77,541,131,410,3170,2013,1157,478,90,388,503,128,375,3396,2297,1099,503,100,403,,,,,,,
5,Western Australia,5GPER,Greater Perth,506,Perth - South East,50607,South Perth,389,388,1,4464,4611,-147,1039,650,389,403,407,-4,3144,3429,-285,2579,713,1866,397,398,-1,3205,3611,-406,2363,820,1543,,,,,,,
5,Western Australia,5GPER,Greater Perth,507,Perth - South West,50701,Cockburn,1661,648,1013,11358,9882,1476,1337,748,589,1616,674,942,9013,7488,1525,3295,678,2617,1574,725,849,9112,7662,1450,3171,780,2391,,,,,,,
5,Western Australia,5GPER,Greater Perth,507,Perth - South West,50702,Fremantle,442,352,90,4558,4259,299,681,409,272,349,330,19,3660,3293,367,1588,405,1183,360,301,59,3618,3461,157,1545,467,1078,,,,,,,
5,Western Australia,5GPER,Greater Perth,507,Perth - South West,50703,Kwinana,780,194,586,5550,4462,1088,472,264,208,766,234,532,4904,3828,1076,1230,241,989,770,214,556,4993,3893,1100,1155,278,877,,,,,,,
5,Western Australia,5GPER,Greater Perth,507,Perth - South West,50704,Melville,971,743,228,8281,8629,-348,1624,970,654,874,794,80,6184,6186,-2,4081,979,3102,899,728,171,6551,6414,137,3826,1126,2700,,,,,,,
5,Western Australia,5GPER,Greater Perth,507,Perth - South West,50705,Rockingham,1849,750,1099,11068,9530,1538,1187,654,533,1706,867,839,10250,8468,1782,3135,599,2536,1707,910,797,10736,8585,2151,2962,689,2273,,,,,,,
5,Western Australia,5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50901,Albany,635,535,100,4146,3923,223,378,211,167,621,565,56,3102,2829,273,667,194,473,626,567,59,3171,2922,249,671,220,451,,,,,,,
5,Western Australia,5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50902,Wheat Belt - North,601,471,130,4649,4263,386,407,225,182,589,514,75,3581,3068,513,715,207,508,648,461,187,4193,3516,677,665,235,430,,,,,,,
5,Western Australia,5RWAU,Rest of WA,509,Western Australia - Wheat Belt,50903,Wheat Belt - South,231,209,22,1512,1593,-81,116,63,53,220,175,45,1156,1220,-64,199,58,141,215,186,29,1206,1189,17,185,67,118,,,,,,,
5,Western Australia,5RWAU,Rest of WA,510,Western Australia - Outback (North),51001,Kimberley,599,204,395,2952,3248,-296,337,187,150,542,236,306,1992,2318,-326,648,173,475,587,219,368,2131,2382,-251,604,197,407,,,,,,,
5,Western Australia,5RWAU,Rest of WA,510,Western Australia - Outback (North),51002,East Pilbara,424,58,366,2896,3080,-184,259,143,116,365,107,258,2334,2595,-261,454,130,324,330,73,257,2288,2627,-339,422,152,270,,,,,,,
5,Western Australia,5RWAU,Rest of WA,510,Western Australia - Outback (North),51003,West Pilbara,506,51,455,3648,3791,-143,334,187,147,504,75,429,2671,2832,-161,585,171,414,446,61,385,2604,2789,-185,557,196,361,,,,,,,
5,Western Australia,5RWAU,Rest of WA,511,Western Australia - Outback (South),51101,Esperance,189,111,78,1144,1107,37,79,44,35,187,112,75,776,824,-48,139,40,99,176,117,59,732,863,-131,128,47,81,,,,,,,
5,Western Australia,5RWAU,Rest of WA,511,Western Australia - Outback (South),51102,Gascoyne,120,66,54,961,929,32,114,64,50,108,60,48,730,700,30,203,58,145,116,66,50,704,676,28,190,68,122,,,,,,,
5,Western Australia,5RWAU,Rest of WA,511,Western Australia - Outback (South),51103,Goldfields,552,177,375,3128,3599,-471,427,236,191,520,235,285,2227,2931,-704,750,215,535,494,209,285,2421,2835,-414,700,249,451,,,,,,,
5,Western Australia,5RWAU,Rest of WA,511,Western Australia - Outback (South),51104,Mid West,677,451,226,3687,3636,51,300,166,134,626,438,188,2857,2891,-34,532,153,379,595,491,104,3026,2969,57,495,173,322,,,,,,,
6,Tasmania,6GHOB,Greater Hobart,601,Hobart,60101,Brighton,289,134,155,1739,1480,259,37,13,24,285,111,174,1672,1599,73,50,16,34,259,137,122,1656,1526,130,46,15,31,,,,,,,
6,Tasmania,6GHOB,Greater Hobart,601,Hobart,60102,Hobart - North East,719,525,194,4183,3968,215,458,151,307,656,567,89,3683,3560,123,641,193,448,631,559,72,3526,3740,-214,558,179,379,,,,,,,
6,Tasmania,6GHOB,Greater Hobart,601,Hobart,60103,Hobart - North West,744,564,180,4173,4800,-627,563,185,378,712,608,104,3843,4531,-688,791,239,552,779,606,173,3890,4593,-703,686,222,464,,,,,,,
6,Tasmania,6GHOB,Greater Hobart,601,Hobart,60104,Hobart - South and West,384,250,134,2422,2652,-230,348,122,226,353,269,84,2274,2435,-161,490,157,333,339,226,113,2399,2458,-59,426,146,280,,,,,,,
6,Tasmania,6GHOB,Greater Hobart,601,Hobart,60105,Hobart Inner,440,458,-18,4344,5176,-832,1715,795,920,429,484,-55,3490,4892,-1402,2460,912,1548,375,454,-79,3658,4947,-1289,2095,844,1251,,,,,,,
6,Tasmania,6GHOB,Greater Hobart,601,Hobart,60106,Sorell - Dodges Ferry,232,121,111,1638,1322,316,93,33,60,219,166,53,1355,1261,94,132,40,92,197,136,61,1411,1276,135,116,37,79,,,,,,,
