This tab has one table with population components for Local Government Areas in Australia for 2021-22 to 2023-24. It ranges from cell A1 to AE557.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Table 1. Population components, Local Government Areas, Australia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional population, 2023-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Components of population change 2021-22,,,,,,,,,Components of population change 2022-23,,,,,,,,,Components of population change 2023-24,,,,,,,,,,,,,,,,,,,,
,,,,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,Births,Deaths,Natural increase,Internal arrivals,Internal departures,Net internal migration,Overseas arrivals,Overseas departures,Net overseas migration,,,,,,,,,,,,
S/T code,S/T name,LGA code,LGA name (a),no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,no.,,,,,,,,,,,,
3,Queensland,34590,Logan,5492,2176,3316,32164,24747,7417,3400,1747,1653,5482,2255,3227,27174,21190,5984,7238,1784,5454,5451,2212,3239,29492,22309,7183,6217,2024,4193,,,,,,,,,,,,
3,Queensland,34710,Longreach,43,44,-1,382,360,22,19,10,9,39,40,-1,258,261,-3,30,11,19,39,46,-7,348,331,17,23,11,12,,,,,,,,,,,,
3,Queensland,34770,Mackay,1610,825,785,8432,7707,725,603,311,292,1550,911,639,6490,5962,528,1089,319,770,1501,920,581,6515,6248,267,983,357,626,,,,,,,,,,,,
3,Queensland,34800,McKinlay,13,4,9,105,108,-3,4,2,2,12,3,9,79,89,-10,6,2,4,11,5,6,87,93,-6,5,2,3,,,,,,,,,,,,
3,Queensland,34830,Mapoon,6,0,6,11,6,5,3,2,1,3,3,0,14,4,10,3,2,1,24,3,21,9,11,-2,3,2,1,,,,,,,,,,,,
3,Queensland,34860,Maranoa,217,93,124,1045,1059,-14,64,32,32,201,108,93,846,846,0,96,35,61,216,110,106,878,906,-28,78,38,40,,,,,,,,,,,,
3,Queensland,34880,Mareeba,246,201,45,1782,1715,67,174,90,84,271,212,59,1441,1349,92,276,92,184,238,185,53,1448,1393,55,298,105,193,,,,,,,,,,,,
3,Queensland,35010,Moreton Bay,5836,3498,2338,37670,29446,8224,3835,1978,1857,5626,3662,1964,29774,24523,5251,8108,2032,6076,5428,3553,1875,31186,25356,5830,7022,2296,4726,,,,,,,,,,,,
3,Queensland,35250,Mornington,22,9,13,55,64,-9,3,2,1,27,3,24,45,56,-11,3,2,1,25,5,20,58,71,-13,3,2,1,,,,,,,,,,,,
3,Queensland,35300,Mount Isa,391,102,289,1685,2239,-554,193,99,94,348,114,234,1496,2033,-537,302,102,200,321,87,234,1476,2076,-600,326,115,211,,,,,,,,,,,,
3,Queensland,35600,Murweh,61,42,19,321,399,-78,22,12,10,62,53,9,273,299,-26,35,12,23,55,38,17,304,321,-17,39,13,26,,,,,,,,,,,,
3,Queensland,35670,Napranum,8,3,5,54,64,-10,9,4,5,16,5,11,62,60,2,9,4,5,32,6,26,51,63,-12,9,4,5,,,,,,,,,,,,
3,Queensland,35740,Noosa,386,531,-145,5405,5114,291,666,350,316,354,511,-157,4093,3818,275,1267,350,917,388,459,-71,4544,4362,182,1189,397,792,,,,,,,,,,,,
3,Queensland,35760,North Burnett,117,121,-4,824,796,28,104,54,50,77,122,-45,716,678,38,197,54,143,91,116,-25,728,687,41,175,61,114,,,,,,,,,,,,
3,Queensland,35780,Northern Peninsula Area,55,5,50,130,178,-48,4,2,2,48,8,40,114,137,-23,4,3,1,52,8,44,128,152,-24,4,3,1,,,,,,,,,,,,
3,Queensland,35790,Palm Island,50,17,33,128,148,-20,0,0,0,30,15,15,134,129,5,0,0,0,87,16,71,126,123,3,0,0,0,,,,,,,,,,,,
3,Queensland,35800,Paroo,28,18,10,157,165,-8,7,4,3,20,13,7,132,133,-1,11,4,7,18,19,-1,170,167,3,6,4,2,,,,,,,,,,,,
3,Queensland,36070,Pormpuraaw,7,2,5,26,27,-1,2,1,1,12,2,10,31,35,-4,2,1,1,14,2,12,28,38,-10,2,1,1,,,,,,,,,,,,
3,Queensland,36150,Quilpie,14,5,9,97,107,-10,3,1,2,23,4,19,48,65,-17,5,2,3,7,6,1,75,76,-1,3,2,1,,,,,,,,,,,,
3,Queensland,36250,Redland,1719,1268,451,12144,11129,1015,1138,584,554,1554,1454,100,9855,8596,1259,2309,598,1711,1525,1273,252,10339,8621,1718,2114,658,1456,,,,,,,,,,,,
3,Queensland,36300,Richmond,17,8,9,78,80,-2,3,2,1,15,5,10,37,46,-9,5,2,3,16,6,10,70,76,-6,5,2,3,,,,,,,,,,,,
3,Queensland,36370,Rockhampton,1155,756,399,6315,6243,72,492,249,243,1070,745,325,4828,4751,77,773,263,510,993,726,267,5124,4994,130,725,296,429,,,,,,,,,,,,
3,Queensland,36510,Scenic Rim,402,345,57,4381,3800,581,204,103,101,416,361,55,3618,3108,510,457,108,349,398,347,51,3878,3401,477,385,122,263,,,,,,,,,,,,
3,Queensland,36580,Somerset,263,193,70,2626,2437,189,133,69,64,260,222,38,2600,2317,283,287,72,215,260,186,74,2439,2299,140,198,80,118,,,,,,,,,,,,
3,Queensland,36630,South Burnett,372,351,21,2957,2579,378,128,67,61,332,358,-26,2519,2129,390,211,69,142,343,355,-12,2478,2116,362,181,75,106,,,,,,,,,,,,
3,Queensland,36660,Southern Downs,373,410,-37,2939,2626,313,160,82,78,362,413,-51,2459,2117,342,243,84,159,367,436,-69,2503,2203,300,242,94,148,,,,,,,,,,,,
3,Queensland,36720,Sunshine Coast,3587,2826,761,28520,21701,6819,3467,1777,1690,3346,2938,408,21459,16824,4635,6808,1819,4989,3307,2763,544,22713,17653,5060,5850,2062,3788,,,,,,,,,,,,
3,Queensland,36820,Tablelands,251,249,2,2208,1966,242,152,78,74,253,307,-54,1871,1522,349,237,80,157,228,293,-65,1856,1575,281,246,90,156,,,,,,,,,,,,
3,Queensland,36910,Toowoomba,2204,1447,757,12707,10961,1746,1298,669,629,2111,1549,562,10271,8924,1347,2190,681,1509,2095,1474,621,10269,9623,646,2078,773,1305,,,,,,,,,,,,
3,Queensland,36950,Torres,57,13,44,342,408,-66,14,7,7,41,15,26,264,312,-48,14,8,6,54,10,44,285,335,-50,8,8,0,,,,,,,,,,,,
3,Queensland,36960,Torres Strait Island,63,4,59,212,282,-70,5,3,2,70,14,56,175,233,-58,5,3,2,80,21,59,179,234,-55,3,3,0,,,,,,,,,,,,
3,Queensland,37010,Townsville,2571,1247,1324,15721,15099,622,1575,844,731,2438,1287,1151,13011,12602,409,2608,889,1719,2478,1326,1152,13021,12606,415,2562,1001,1561,,,,,,,,,,,,
3,Queensland,37300,Weipa,72,7,65,299,339,-40,24,12,12,69,5,64,328,381,-53,38,12,26,70,6,64,311,361,-50,31,15,16,,,,,,,,,,,,
3,Queensland,37310,Western Downs,483,231,252,2847,2985,-138,149,77,72,475,283,192,2509,2407,102,233,79,154,470,279,191,2496,2516,-20,217,88,129,,,,,,,,,,,,
3,Queensland,37340,Whitsunday,426,268,158,3364,2921,443,545,279,266,407,297,110,2793,2372,421,961,288,673,402,276,126,2766,2430,336,894,325,569,,,,,,,,,,,,
3,Queensland,37400,Winton,11,10,1,123,125,-2,4,2,2,15,12,3,99,103,-4,7,2,5,8,12,-4,107,103,4,5,2,3,,,,,,,,,,,,
3,Queensland,37550,Woorabinda,34,5,29,125,136,-11,3,2,1,17,4,13,96,88,8,3,2,1,34,12,22,86,92,-6,3,2,1,,,,,,,,,,,,
3,Queensland,37570,Wujal Wujal,0,0,0,19,18,1,2,1,1,15,0,15,19,28,-9,2,1,1,10,4,6,28,27,1,2,1,1,,,,,,,,,,,,
3,Queensland,37600,Yarrabah,37,10,27,133,139,-6,2,1,1,72,21,51,111,143,-32,2,1,1,51,17,34,124,139,-15,2,1,1,,,,,,,,,,,,
4,South Australia,40070,Adelaide,129,141,-12,3657,3809,-152,1889,1064,825,140,143,-3,2810,3232,-422,3221,995,2226,114,127,-13,2793,3300,-507,2730,1076,1654,,,,,,,,,,,,
4,South Australia,40120,Adelaide Hills,383,243,140,2772,2904,-132,253,90,163,348,269,79,2215,2175,40,414,93,321,359,242,117,2265,2129,136,368,101,267,,,,,,,,,,,,
4,South Australia,40150,Adelaide Plains,123,47,76,1002,612,390,20,7,13,132,33,99,835,481,354,30,8,22,131,45,86,802,534,268,27,8,19,,,,,,,,,,,,
4,South Australia,40220,Alexandrina,211,269,-58,2469,2009,460,132,45,87,239,310,-71,1930,1413,517,183,48,135,199,331,-132,2113,1519,594,149,51,98,,,,,,,,,,,,
4,South Australia,40250,Anangu Pitjantjatjara Yankunytjatjara,28,14,14,46,18,28,3,1,2,29,10,19,53,42,11,4,1,3,36,23,13,44,36,8,3,1,2,,,,,,,,,,,,
4,South Australia,40310,Barossa,239,226,13,1731,1533,198,132,42,90,183,221,-38,1443,1134,309,180,46,134,198,213,-15,1439,1204,235,149,50,99,,,,,,,,,,,,
4,South Australia,40430,Barunga West,18,61,-43,218,183,35,8,3,5,21,42,-21,118,97,21,11,3,8,19,48,-29,118,104,14,10,3,7,,,,,,,,,,,,
4,South Australia,40520,Berri Barmera,92,131,-39,750,791,-41,74,25,49,111,116,-5,584,628,-44,98,27,71,111,135,-24,589,606,-17,84,28,56,,,,,,,,,,,,
4,South Australia,40700,Burnside,310,355,-45,4084,4227,-143,1040,567,473,307,405,-98,2679,3113,-434,1823,512,1311,260,380,-120,2865,3373,-508,1504,555,949,,,,,,,,,,,,
4,South Australia,40910,Campbelltown (SA),555,530,25,4644,4755,-111,988,330,658,550,510,40,3435,3638,-203,1673,348,1325,528,466,62,3637,3952,-315,1427,376,1051,,,,,,,,,,,,
4,South Australia,41010,Ceduna,47,40,7,287,304,-17,13,4,9,48,25,23,219,188,31,17,5,12,51,36,15,217,214,3,15,5,10,,,,,,,,,,,,
4,South Australia,41060,Charles Sturt,1381,1173,208,10386,10034,352,1801,601,1200,1393,1090,303,7628,7728,-100,3056,632,2424,1368,1025,343,7505,8064,-559,2605,685,1920,,,,,,,,,,,,
4,South Australia,41140,Clare and Gilbert Valleys,99,101,-2,608,617,-9,43,14,29,92,93,-1,493,509,-16,57,16,41,76,78,-2,543,561,-18,48,16,32,,,,,,,,,,,,
4,South Australia,41190,Cleve,15,24,-9,76,80,-4,4,2,2,14,17,-3,50,58,-8,6,2,4,10,22,-12,68,59,9,5,2,3,,,,,,,,,,,,
4,South Australia,41330,Coober Pedy,23,26,-3,130,184,-54,12,4,8,20,26,-6,114,140,-26,14,5,9,11,15,-4,82,111,-29,14,5,9,,,,,,,,,,,,
4,South Australia,41560,Copper Coast,153,187,-34,1320,1004,316,36,13,23,110,168,-58,1077,746,331,48,14,34,127,212,-85,1147,742,405,43,14,29,,,,,,,,,,,,
4,South Australia,41750,Elliston,13,9,4,52,65,-13,4,1,3,4,12,-8,46,33,13,6,2,4,8,11,-3,37,25,12,5,2,3,,,,,,,,,,,,
4,South Australia,41830,Flinders Ranges,12,23,-11,144,139,5,4,2,2,18,29,-11,118,119,-1,5,2,3,9,22,-13,108,100,8,5,2,3,,,,,,,,,,,,
4,South Australia,41960,Franklin Harbour,11,13,-2,100,95,5,3,1,2,13,15,-2,85,81,4,4,1,3,9,13,-4,106,78,28,4,1,3,,,,,,,,,,,,
4,South Australia,42030,Gawler,302,281,21,3487,2764,723,106,36,70,292,276,16,2607,2087,520,178,38,140,300,258,42,2357,2119,238,153,41,112,,,,,,,,,,,,
4,South Australia,42110,Goyder,42,36,6,300,304,-4,5,2,3,25,37,-12,213,216,-3,6,2,4,35,52,-17,240,225,15,7,2,5,,,,,,,,,,,,
4,South Australia,42250,Grant,79,48,31,277,267,10,34,11,23,68,60,8,342,268,74,48,12,36,81,56,25,309,264,45,39,13,26,,,,,,,,,,,,
4,South Australia,42600,Holdfast Bay,281,398,-117,3602,3765,-163,720,241,479,275,396,-121,2686,2787,-101,1209,253,956,272,422,-150,2806,2907,-101,1044,275,769,,,,,,,,,,,,
4,South Australia,42750,Kangaroo Island,49,43,6,338,278,60,34,11,23,54,40,14,230,239,-9,44,12,32,39,43,-4,266,244,22,37,13,24,,,,,,,,,,,,
4,South Australia,43080,Karoonda East Murray,7,13,-6,69,66,3,10,4,6,8,11,-3,74,93,-19,15,4,11,9,6,3,55,56,-1,12,4,8,,,,,,,,,,,,
4,South Australia,43220,Kimba,9,11,-2,33,26,7,2,1,1,9,8,1,24,28,-4,4,1,3,13,10,3,29,29,0,3,1,2,,,,,,,,,,,,
4,South Australia,43360,Kingston (SA),15,23,-8,207,201,6,5,2,3,14,36,-22,127,93,34,7,2,5,23,31,-8,113,96,17,6,2,4,,,,,,,,,,,,
4,South Australia,43650,Light,160,91,69,1308,1176,132,52,17,35,137,108,29,1066,857,209,77,18,59,164,87,77,1136,847,289,66,20,46,,,,,,,,,,,,
4,South Australia,43710,Lower Eyre Peninsula,59,34,25,190,189,1,20,7,13,56,38,18,222,202,20,26,8,18,64,37,27,224,182,42,23,8,15,,,,,,,,,,,,
4,South Australia,43790,Loxton Waikerie,108,144,-36,657,657,0,57,19,38,89,153,-64,488,500,-12,72,20,52,98,129,-31,563,524,39,64,22,42,,,,,,,,,,,,
4,South Australia,44000,Maralinga Tjarutja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
4,South Australia,44060,Marion,1125,790,335,8258,8642,-384,1659,553,1106,1043,910,133,6414,6927,-513,2841,583,2258,1039,796,243,6479,7212,-733,2398,632,1766,,,,,,,,,,,,
4,South Australia,44210,Mid Murray,65,98,-33,688,620,68,38,13,25,54,103,-49,617,522,95,50,13,37,59,95,-36,623,521,102,43,14,29,,,,,,,,,,,,
4,South Australia,44340,Mitcham,587,589,-2,5281,5644,-363,1038,465,573,606,590,16,3923,4107,-184,1774,397,1377,568,512,56,3997,4222,-225,1505,431,1074,,,,,,,,,,,,
4,South Australia,44550,Mount Barker,536,233,303,3719,2717,1002,219,73,146,481,261,220,2958,2247,711,362,77,285,500,270,230,3225,2367,858,316,84,232,,,,,,,,,,,,
4,South Australia,44620,Mount Gambier,322,284,38,1683,1705,-22,137,46,91,284,244,40,1332,1404,-72,183,49,134,280,279,1,1346,1408,-62,155,52,103,,,,,,,,,,,,
4,South Australia,44830,Mount Remarkable,31,26,5,152,169,-17,5,2,3,29,38,-9,159,168,-9,6,2,4,25,40,-15,142,155,-13,6,2,4,,,,,,,,,,,,
4,South Australia,45040,Murray Bridge,228,219,9,1637,1655,-18,313,105,208,225,243,-18,1275,1192,83,417,111,306,199,223,-24,1328,1189,139,352,119,233,,,,,,,,,,,,
4,South Australia,45090,Naracoorte Lucindale,98,65,33,547,632,-85,115,37,78,110,80,30,357,486,-129,154,41,113,79,76,3,351,472,-121,131,44,87,,,,,,,,,,,,
4,South Australia,45120,Northern Areas,48,44,4,305,306,-1,0,0,0,44,58,-14,255,236,19,0,0,0,44,47,-3,267,264,3,0,0,0,,,,,,,,,,,,
4,South Australia,45290,Norwood Payneham and St Peters,324,336,-12,3951,4319,-368,1053,477,576,341,308,33,2961,3057,-96,1832,436,1396,317,295,22,3006,3366,-360,1520,472,1048,,,,,,,,,,,,
4,South Australia,45340,Onkaparinga,2023,1339,684,10635,10053,582,996,331,665,1906,1450,456,8156,7502,654,1595,348,1247,1855,1483,372,8356,7848,508,1437,379,1058,,,,,,,,,,,,
4,South Australia,45400,Orroroo Carrieton,3,15,-12,41,31,10,1,0,1,6,11,-5,35,32,3,2,1,1,6,11,-5,33,28,5,2,1,1,,,,,,,,,,,,
4,South Australia,45540,Peterborough,10,20,-10,148,136,12,3,1,2,7,34,-27,137,102,35,4,1,3,13,14,-1,121,123,-2,3,1,2,,,,,,,,,,,,
4,South Australia,45680,Playford,1520,702,818,10290,8744,1546,725,244,481,1587,794,793,8907,6867,2040,1093,254,839,1621,703,918,9673,7301,2372,1048,276,772,,,,,,,,,,,,
4,South Australia,45890,Port Adelaide Enfield,1720,1042,678,12313,12926,-613,2441,815,1626,1618,1065,553,9088,10041,-953,4091,857,3234,1639,1027,612,9466,10295,-829,3532,929,2603,,,,,,,,,,,,
4,South Australia,46090,Port Augusta,163,118,45,864,971,-107,94,31,63,156,129,27,708,877,-169,147,32,115,166,131,35,746,820,-74,105,35,70,,,,,,,,,,,,
4,South Australia,46300,Port Lincoln,161,161,0,1054,1015,39,53,18,35,173,157,16,749,753,-4,71,17,54,173,144,29,760,810,-50,58,19,39,,,,,,,,,,,,
4,South Australia,46450,Port Pirie,176,214,-38,1054,1182,-128,53,18,35,171,234,-63,822,827,-5,72,18,54,187,209,-22,919,902,17,60,20,40,,,,,,,,,,,,
4,South Australia,46510,Prospect,260,125,135,2219,2392,-173,448,147,301,185,116,69,1664,1921,-257,778,186,592,243,125,118,1636,2043,-407,646,202,444,,,,,,,,,,,,
4,South Australia,46670,Renmark Paringa,112,97,15,565,654,-89,154,51,103,86,73,13,398,476,-78,193,54,139,99,100,-1,399,451,-52,174,58,116,,,,,,,,,,,,
4,South Australia,46860,Robe,13,6,7,114,103,11,3,1,2,17,11,6,105,100,5,4,1,3,17,9,8,97,99,-2,4,1,3,,,,,,,,,,,,
4,South Australia,46970,Roxby Downs,61,4,57,565,660,-95,48,16,32,75,5,70,363,475,-112,69,16,53,64,4,60,374,499,-125,58,18,40,,,,,,,,,,,,
4,South Australia,47140,Salisbury,1806,1003,803,11197,12941,-1744,2042,682,1360,1727,1100,627,8602,10469,-1867,3286,718,2568,1793,1080,713,8746,10630,-1884,2952,777,2175,,,,,,,,,,,,
4,South Australia,47290,Southern Mallee,21,26,-5,103,130,-27,23,7,16,22,21,1,77,97,-20,31,9,22,28,24,4,81,103,-22,26,9,17,,,,,,,,,,,,
4,South Australia,47490,Streaky Bay,24,12,12,139,140,-1,8,3,5,33,18,15,80,82,-2,10,3,7,19,24,-5,94,95,-1,10,3,7,,,,,,,,,,,,
4,South Australia,47630,Tatiara,63,66,-3,312,375,-63,50,17,33,81,56,25,289,331,-42,64,17,47,82,58,24,286,344,-58,57,19,38,,,,,,,,,,,,
4,South Australia,47700,Tea Tree Gully,1095,778,317,6895,7192,-297,818,272,546,957,808,149,5510,5654,-144,1378,287,1091,936,783,153,5814,6110,-296,1183,309,874,,,,,,,,,,,,
4,South Australia,47800,Coorong,61,64,-3,417,450,-33,17,6,11,72,58,14,359,348,11,19,6,13,48,46,2,335,348,-13,19,6,13,,,,,,,,,,,,
4,South Australia,47910,Tumby Bay,26,36,-10,182,161,21,9,3,6,26,28,-2,151,143,8,12,4,8,33,36,-3,173,135,38,11,4,7,,,,,,,,,,,,
4,South Australia,47980,Unley,309,520,-211,3710,3956,-246,975,487,488,274,444,-170,2689,2876,-187,1662,428,1234,309,453,-144,2680,3125,-445,1409,462,947,,,,,,,,,,,,
4,South Australia,48050,Victor Harbor,85,199,-114,1394,1030,364,62,20,42,95,241,-146,1070,834,236,82,21,61,98,235,-137,1208,866,342,70,23,47,,,,,,,,,,,,
4,South Australia,48130,Wakefield,76,66,10,505,486,19,22,7,15,68,88,-20,416,428,-12,30,9,21,67,86,-19,459,429,30,25,9,16,,,,,,,,,,,,
4,South Australia,48260,Walkerville,61,100,-39,993,947,46,201,109,92,63,83,-20,637,618,19,333,88,245,67,92,-25,682,720,-38,292,96,196,,,,,,,,,,,,
4,South Australia,48340,Wattle Range,120,127,-7,765,731,34,36,12,24,108,110,-2,584,533,51,42,12,30,121,126,-5,574,534,40,40,13,27,,,,,,,,,,,,
4,South Australia,48410,West Torrens,707,621,86,6070,6553,-483,1630,543,1087,659,600,59,4297,5061,-764,2736,573,2163,636,544,92,4438,5102,-664,2358,621,1737,,,,,,,,,,,,
4,South Australia,48540,Whyalla,223,217,6,1207,1350,-143,103,33,70,227,217,10,1027,1122,-95,138,36,102,242,192,50,893,1060,-167,116,39,77,,,,,,,,,,,,
4,South Australia,48640,Wudinna,7,9,-2,78,80,-2,5,2,3,10,9,1,67,73,-6,6,2,4,15,14,1,73,71,2,6,2,4,,,,,,,,,,,,
4,South Australia,48750,Yankalilla,31,51,-20,483,416,67,19,6,13,45,71,-26,373,256,117,25,7,18,30,49,-19,427,336,91,21,7,14,,,,,,,,,,,,
4,South Australia,48830,Yorke Peninsula,110,153,-43,811,690,121,13,5,8,107,157,-50,637,478,159,19,5,14,98,173,-75,632,458,174,17,5,12,,,,,,,,,,,,
4,South Australia,49399,Unincorporated SA,27,20,7,173,270,-97,21,7,14,27,28,-1,175,196,-21,19,7,12,25,26,-1,225,244,-19,23,7,16,,,,,,,,,,,,
5,Western Australia,50080,Albany,385,365,20,2557,2360,197,256,144,112,385,395,-10,2042,1824,218,452,131,321,392,371,21,1999,1760,239,472,150,322,,,,,,,,,,,,
5,Western Australia,50210,Armadale,1535,405,1130,9395,7715,1680,893,498,395,1437,464,973,7995,6422,1573,2217,454,1763,1519,468,1051,8238,6787,1451,2078,520,1558,,,,,,,,,,,,
5,Western Australia,50250,Ashburton,123,8,115,1033,1127,-94,91,50,41,118,18,100,769,744,25,161,47,114,101,15,86,624,709,-85,149,53,96,,,,,,,,,,,,
5,Western Australia,50280,Augusta Margaret River,195,98,97,1533,1121,412,240,135,105,190,113,77,1170,782,388,372,121,251,185,108,77,1100,745,355,485,140,345,,,,,,,,,,,,
5,Western Australia,50350,Bassendean,221,98,123,1647,1717,-70,134,75,59,167,119,48,1311,1313,-2,333,68,265,184,137,47,1381,1440,-59,312,78,234,,,,,,,,,,,,
5,Western Australia,50420,Bayswater,832,539,293,6630,6955,-325,1126,626,500,852,559,293,5215,5614,-399,2794,571,2223,853,566,287,5315,5896,-581,2572,656,1916,,,,,,,,,,,,
5,Western Australia,50490,Belmont,550,310,240,4991,5141,-150,914,508,406,550,326,224,3883,4117,-234,2142,461,1681,559,360,199,3906,4359,-453,2127,531,1596,,,,,,,,,,,,
5,Western Australia,50560,Beverley,7,25,-18,144,123,21,1,1,0,18,15,3,113,87,26,2,1,1,9,13,-4,143,113,30,2,1,1,,,,,,,,,,,,
5,Western Australia,50630,Boddington,22,5,17,213,237,-24,11,6,5,24,13,11,207,201,6,17,6,11,18,13,5,201,195,6,17,6,11,,,,,,,,,,,,
5,Western Australia,50770,Boyup Brook,17,15,2,151,91,60,5,3,2,17,14,3,126,127,-1,11,3,8,12,9,3,124,122,2,10,4,6,,,,,,,,,,,,
5,Western Australia,50840,Bridgetown-Greenbushes,36,40,-4,506,359,147,18,10,8,35,44,-9,420,290,130,32,9,23,45,44,1,408,302,106,29,10,19,,,,,,,,,,,,
5,Western Australia,50910,Brookton,7,27,-20,76,64,12,3,2,1,10,13,-3,45,46,-1,7,2,5,8,20,-12,86,72,14,7,2,5,,,,,,,,,,,,
5,Western Australia,50980,Broome,280,68,212,1650,1777,-127,178,99,79,264,83,181,1143,1347,-204,368,90,278,276,77,199,1212,1402,-190,342,104,238,,,,,,,,,,,,
5,Western Australia,51080,Broomehill-Tambellup,17,5,12,74,89,-15,5,4,1,14,7,7,59,65,-6,11,4,7,16,8,8,57,66,-9,11,4,7,,,,,,,,,,,,
5,Western Australia,51120,Bruce Rock,10,15,-5,56,53,3,13,7,6,8,8,0,44,35,9,22,7,15,10,11,-1,60,50,10,20,7,13,,,,,,,,,,,,
5,Western Australia,51190,Bunbury,374,315,59,3367,3296,71,338,188,150,351,330,21,2565,2630,-65,586,171,415,323,329,-6,2627,2594,33,556,197,359,,,,,,,,,,,,
5,Western Australia,51260,Busselton,409,352,57,3120,2372,748,259,142,117,402,349,53,2447,1772,675,457,132,325,386,343,43,2621,1921,700,426,150,276,,,,,,,,,,,,
5,Western Australia,51310,Cambridge,241,219,22,2690,2615,75,672,431,241,232,218,14,1855,1996,-141,1635,484,1151,186,240,-54,1785,1885,-100,1533,557,976,,,,,,,,,,,,
5,Western Australia,51330,Canning,1046,486,560,8172,9458,-1286,2667,1483,1184,955,522,433,5983,7548,-1565,6627,1391,5236,999,478,521,5990,7781,-1791,5946,1600,4346,,,,,,,,,,,,
5,Western Australia,51400,Capel,215,63,152,1709,1679,30,117,63,54,181,66,115,1475,1385,90,183,59,124,198,88,110,1601,1474,127,190,67,123,,,,,,,,,,,,
5,Western Australia,51470,Carnamah,8,3,5,62,68,-6,2,2,0,3,0,3,30,29,1,5,2,3,7,3,4,51,51,0,5,2,3,,,,,,,,,,,,
5,Western Australia,51540,Carnarvon,68,46,22,508,553,-45,58,33,25,69,44,25,370,460,-90,104,30,74,74,46,28,343,365,-22,96,34,62,,,,,,,,,,,,
5,Western Australia,51610,Chapman Valley,14,0,14,116,108,8,5,4,1,7,8,-1,97,76,21,11,4,7,13,7,6,115,93,22,11,4,7,,,,,,,,,,,,
5,Western Australia,51680,Chittering,62,22,40,625,474,151,17,9,8,62,26,36,500,338,162,29,9,20,71,39,32,649,462,187,27,9,18,,,,,,,,,,,,
9,Other Territories,51710,Christmas Island,10,5,5,0,0,0,70,6,64,14,3,11,0,0,0,48,18,30,9,6,3,0,0,0,44,9,35,,,,,,,,,,,,
5,Western Australia,51750,Claremont,95,111,-16,1267,1241,26,279,197,82,80,117,-37,915,890,25,694,217,477,77,130,-53,1023,901,122,651,249,402,,,,,,,,,,,,
5,Western Australia,51820,Cockburn,1676,653,1023,11338,9942,1396,1366,765,601,1632,685,947,9057,7526,1531,3359,691,2668,1601,729,872,9152,7689,1463,3232,796,2436,,,,,,,,,,,,
9,Other Territories,51860,Cocos Islands,8,3,5,0,0,0,8,0,8,10,3,7,0,0,0,6,0,6,4,11,-7,0,0,0,6,3,3,,,,,,,,,,,,
5,Western Australia,51890,Collie,90,76,14,638,602,36,37,20,17,109,76,33,518,452,66,64,18,46,100,82,18,535,480,55,59,22,37,,,,,,,,,,,,
5,Western Australia,51960,Coolgardie,45,19,26,423,466,-43,39,22,17,55,20,35,269,305,-36,70,19,51,53,18,35,400,387,13,66,23,43,,,,,,,,,,,,
5,Western Australia,52030,Coorow,11,12,-1,96,99,-3,8,3,5,13,11,2,72,67,5,12,2,10,11,7,4,80,75,5,10,3,7,,,,,,,,,,,,
5,Western Australia,52100,Corrigin,14,17,-3,100,104,-4,4,2,2,12,11,1,41,41,0,7,2,5,12,11,1,41,36,5,7,3,4,,,,,,,,,,,,
5,Western Australia,52170,Cottesloe,74,58,16,929,933,-4,217,152,65,74,62,12,585,553,32,538,191,347,50,65,-15,588,604,-16,504,219,285,,,,,,,,,,,,
5,Western Australia,52240,Cranbrook,19,7,12,73,81,-8,7,4,3,11,8,3,51,53,-2,11,4,7,11,5,6,60,70,-10,11,4,7,,,,,,,,,,,,
5,Western Australia,52310,Cuballing,7,9,-2,53,50,3,2,1,1,11,9,2,53,36,17,4,1,3,11,7,4,51,54,-3,4,1,3,,,,,,,,,,,,
5,Western Australia,52380,Cue,3,3,0,16,14,2,1,1,0,0,3,-3,16,14,2,3,1,2,2,7,-5,11,9,2,2,1,1,,,,,,,,,,,,
5,Western Australia,52450,Cunderdin,15,8,7,107,115,-8,10,5,5,11,7,4,70,107,-37,16,4,12,18,0,18,60,94,-34,13,5,8,,,,,,,,,,,,
5,Western Australia,52520,Dalwallinu,22,10,12,96,122,-26,13,6,7,32,8,24,43,64,-21,20,6,14,21,7,14,66,73,-7,19,6,13,,,,,,,,,,,,
